order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-07142,2022-05-26,2022,2,5,May,North America,Mexico,Office Supplies,Organizers,Consumer,37,35.65,1319.05,674.96,644.09,48.83
ORD-07143,2023-02-26,2023,1,2,February,Europe,UK,Clothing,Men's Wear,Home Office,2,115.6,231.2,97.08,134.12,58.01
ORD-07144,2022-06-11,2022,2,6,June,Latin America,Colombia,Electronics,Tablets,Consumer,1,725.81,725.81,524.19,201.62,27.78
ORD-07145,2024-03-30,2024,1,3,March,Asia Pacific,Japan,Electronics,Accessories,Home Office,40,1230.31,49212.4,27831.34,21381.06,43.45
ORD-07146,2022-03-18,2022,1,3,March,Europe,Germany,Furniture,Tables,Home Office,42,708.3,29748.6,13568.49,16180.11,54.39
ORD-07147,2022-02-06,2022,1,2,February,North America,Canada,Clothing,Men's Wear,Small Business,40,222.29,8891.6,4401.7,4489.9,50.5
ORD-07148,2023-10-20,2023,4,10,October,Europe,Italy,Furniture,Chairs,Corporate,47,592.78,27860.66,15857.98,12002.68,43.08
ORD-07149,2022-10-13,2022,4,10,October,North America,Mexico,Clothing,Men's Wear,Corporate,44,46.33,2038.52,963.78,1074.74,52.72
ORD-07150,2023-06-06,2023,2,6,June,North America,Canada,Clothing,Men's Wear,Consumer,16,76.32,1221.12,568.31,652.81,53.46
ORD-07151,2023-07-31,2023,3,7,July,Asia Pacific,China,Electronics,Tablets,Corporate,41,1084.94,44482.54,28517.12,15965.42,35.89
ORD-07152,2023-08-20,2023,3,8,August,Europe,Italy,Electronics,Audio,Small Business,23,196.78,4525.94,2740.37,1785.57,39.45
ORD-07153,2022-02-18,2022,1,2,February,Latin America,Argentina,Electronics,Audio,Corporate,48,1023.68,49136.64,34433.59,14703.05,29.92
ORD-07154,2023-11-16,2023,4,11,November,Latin America,Brazil,Clothing,Women's Wear,Corporate,13,115.83,1505.79,841.88,663.91,44.09
ORD-07155,2022-02-14,2022,1,2,February,Europe,UK,Clothing,Sportswear,Corporate,1,67.92,67.92,32.62,35.3,51.97
ORD-07156,2024-11-10,2024,4,11,November,Europe,Italy,Electronics,Laptops,Small Business,33,412.89,13625.37,8357.24,5268.13,38.66
ORD-07157,2022-11-03,2022,4,11,November,Europe,Germany,Clothing,Footwear,Consumer,14,39.46,552.44,296.93,255.51,46.25
ORD-07158,2022-08-20,2022,3,8,August,Latin America,Argentina,Electronics,Tablets,Consumer,44,1201.79,52878.76,30439.17,22439.59,42.44
ORD-07159,2023-10-16,2023,4,10,October,North America,Mexico,Clothing,Women's Wear,Corporate,43,188.55,8107.65,5257.85,2849.8,35.15
ORD-07160,2024-10-17,2024,4,10,October,Latin America,Brazil,Clothing,Men's Wear,Home Office,25,77.34,1933.5,857.78,1075.72,55.64
ORD-07161,2023-12-31,2023,4,12,December,Europe,Spain,Office Supplies,Binders,Consumer,26,95.86,2492.36,1156.29,1336.07,53.61
ORD-07162,2022-07-30,2022,3,7,July,Asia Pacific,India,Office Supplies,Labels,Home Office,8,79.6,636.8,307.31,329.49,51.74
ORD-07163,2022-02-01,2022,1,2,February,Asia Pacific,South Korea,Electronics,Accessories,Small Business,34,517.17,17583.78,12283.52,5300.26,30.14
ORD-07164,2022-10-28,2022,4,10,October,Asia Pacific,Japan,Clothing,Footwear,Consumer,34,129.91,4416.94,2725.77,1691.17,38.29
ORD-07165,2022-01-28,2022,1,1,January,Latin America,Colombia,Electronics,Phones,Consumer,10,652.54,6525.4,4728.63,1796.77,27.54
ORD-07166,2023-01-24,2023,1,1,January,Asia Pacific,India,Clothing,Footwear,Home Office,12,260.19,3122.28,1338.82,1783.46,57.12
ORD-07167,2024-04-21,2024,2,4,April,Europe,France,Office Supplies,Pens,Home Office,2,97.14,194.28,85.51,108.77,55.99
ORD-07168,2023-10-24,2023,4,10,October,North America,Canada,Office Supplies,Labels,Small Business,32,27.91,893.12,481.24,411.88,46.12
ORD-07169,2022-10-01,2022,4,10,October,Asia Pacific,South Korea,Electronics,Accessories,Corporate,11,1128.33,12411.63,7109.8,5301.83,42.72
ORD-07170,2024-08-18,2024,3,8,August,Europe,Spain,Electronics,Phones,Home Office,12,203.94,2447.28,1802.25,645.03,26.36
ORD-07171,2022-12-29,2022,4,12,December,North America,Canada,Furniture,Chairs,Consumer,32,233.35,7467.2,3865.47,3601.73,48.23
ORD-07172,2023-11-03,2023,4,11,November,Asia Pacific,China,Electronics,Accessories,Home Office,27,152.62,4120.74,2621.65,1499.09,36.38
ORD-07173,2022-02-22,2022,1,2,February,Asia Pacific,Japan,Office Supplies,Labels,Corporate,14,9.83,137.62,73.58,64.04,46.53
ORD-07174,2022-07-18,2022,3,7,July,Europe,Spain,Electronics,Tablets,Corporate,47,1061.58,49894.26,35028.55,14865.71,29.79
ORD-07175,2024-07-11,2024,3,7,July,North America,Canada,Clothing,Footwear,Small Business,44,260.7,11470.8,5090.48,6380.32,55.62
ORD-07176,2023-05-03,2023,2,5,May,Latin America,Colombia,Furniture,Tables,Consumer,7,210.4,1472.8,797.57,675.23,45.85
ORD-07177,2022-06-08,2022,2,6,June,Europe,UK,Furniture,Storage,Home Office,11,367.14,4038.54,1936.77,2101.77,52.04
ORD-07178,2023-08-02,2023,3,8,August,Asia Pacific,Australia,Clothing,Accessories,Home Office,49,121.16,5936.84,3357.57,2579.27,43.45
ORD-07179,2024-12-01,2024,4,12,December,Europe,Germany,Electronics,Audio,Corporate,33,1344.37,44364.21,32172.45,12191.76,27.48
ORD-07180,2022-05-20,2022,2,5,May,North America,Canada,Clothing,Men's Wear,Corporate,32,37.83,1210.56,624.36,586.2,48.42
ORD-07181,2022-08-25,2022,3,8,August,Asia Pacific,India,Clothing,Sportswear,Small Business,26,108.92,2831.92,1442.05,1389.87,49.08
ORD-07182,2022-11-13,2022,4,11,November,Latin America,Chile,Office Supplies,Pens,Home Office,25,34.51,862.75,364.07,498.68,57.8
ORD-07183,2023-08-09,2023,3,8,August,Latin America,Colombia,Furniture,Shelving,Consumer,14,753.62,10550.68,4527.21,6023.47,57.09
ORD-07184,2022-08-27,2022,3,8,August,North America,USA,Furniture,Storage,Home Office,33,558.57,18432.81,8378.65,10054.16,54.54
ORD-07185,2023-07-17,2023,3,7,July,Europe,France,Furniture,Tables,Small Business,7,232.98,1630.86,880.0,750.86,46.04
ORD-07186,2022-06-21,2022,2,6,June,Europe,UK,Electronics,Tablets,Home Office,10,675.5,6755.0,4388.51,2366.49,35.03
ORD-07187,2023-06-22,2023,2,6,June,Asia Pacific,India,Office Supplies,Pens,Corporate,5,31.58,157.9,75.27,82.63,52.33
ORD-07188,2022-04-26,2022,2,4,April,Europe,Spain,Office Supplies,Paper,Home Office,29,19.54,566.66,219.35,347.31,61.29
ORD-07189,2022-09-27,2022,3,9,September,Europe,Germany,Clothing,Men's Wear,Consumer,39,272.27,10618.53,5173.31,5445.22,51.28
ORD-07190,2022-05-23,2022,2,5,May,North America,Mexico,Furniture,Desks,Small Business,7,150.2,1051.4,494.39,557.01,52.98
ORD-07191,2023-12-12,2023,4,12,December,North America,USA,Clothing,Accessories,Corporate,16,279.98,4479.68,1926.38,2553.3,57.0
ORD-07192,2023-11-04,2023,4,11,November,North America,Mexico,Furniture,Desks,Home Office,32,509.79,16313.28,6610.95,9702.33,59.48
ORD-07193,2022-02-28,2022,1,2,February,Latin America,Brazil,Electronics,Tablets,Home Office,20,1248.7,24974.0,14878.92,10095.08,40.42
ORD-07194,2024-04-03,2024,2,4,April,Latin America,Colombia,Electronics,Audio,Consumer,31,723.67,22433.77,15590.59,6843.18,30.5
ORD-07195,2023-10-06,2023,4,10,October,Latin America,Chile,Office Supplies,Binders,Home Office,42,82.54,3466.68,1810.55,1656.13,47.77
ORD-07196,2024-03-10,2024,1,3,March,North America,Mexico,Furniture,Tables,Home Office,44,80.65,3548.6,1802.6,1746.0,49.2
ORD-07197,2022-11-01,2022,4,11,November,Latin America,Colombia,Furniture,Storage,Consumer,15,68.49,1027.35,538.32,489.03,47.6
ORD-07198,2022-09-02,2022,3,9,September,North America,USA,Electronics,Phones,Consumer,32,1355.3,43369.6,24144.44,19225.16,44.33
ORD-07199,2022-02-11,2022,1,2,February,Latin America,Chile,Furniture,Tables,Consumer,24,260.42,6250.08,2669.63,3580.45,57.29
ORD-07200,2022-09-20,2022,3,9,September,North America,Canada,Furniture,Storage,Consumer,41,684.28,28055.48,11670.33,16385.15,58.4
ORD-07201,2024-05-16,2024,2,5,May,Europe,Italy,Office Supplies,Labels,Consumer,29,94.8,2749.2,1225.43,1523.77,55.43
ORD-07202,2024-10-12,2024,4,10,October,Latin America,Chile,Office Supplies,Paper,Small Business,4,70.18,280.72,121.0,159.72,56.9
ORD-07203,2024-12-08,2024,4,12,December,Asia Pacific,Australia,Office Supplies,Binders,Consumer,18,32.25,580.5,288.3,292.2,50.34
ORD-07204,2024-11-04,2024,4,11,November,Asia Pacific,Australia,Furniture,Storage,Home Office,21,355.61,7467.81,3146.23,4321.58,57.87
ORD-07205,2024-05-03,2024,2,5,May,Europe,Spain,Clothing,Footwear,Small Business,16,285.16,4562.56,2906.66,1655.9,36.29
ORD-07206,2023-12-04,2023,4,12,December,Asia Pacific,Australia,Electronics,Accessories,Corporate,12,1253.17,15038.04,8537.46,6500.58,43.23
ORD-07207,2022-11-06,2022,4,11,November,North America,Mexico,Clothing,Sportswear,Small Business,14,120.51,1687.14,800.64,886.5,52.54
ORD-07208,2024-12-15,2024,4,12,December,Latin America,Chile,Clothing,Men's Wear,Home Office,42,15.37,645.54,414.9,230.64,35.73
ORD-07209,2023-01-11,2023,1,1,January,Latin America,Argentina,Office Supplies,Binders,Corporate,14,82.6,1156.4,487.9,668.5,57.81
ORD-07210,2023-01-14,2023,1,1,January,Latin America,Brazil,Electronics,Tablets,Consumer,14,246.79,3455.06,2172.78,1282.28,37.11
ORD-07211,2022-12-27,2022,4,12,December,Asia Pacific,South Korea,Clothing,Men's Wear,Consumer,5,159.42,797.1,443.8,353.3,44.32
ORD-07212,2023-07-14,2023,3,7,July,Latin America,Colombia,Furniture,Tables,Home Office,30,117.52,3525.6,1492.6,2033.0,57.66
ORD-07213,2022-12-15,2022,4,12,December,Latin America,Argentina,Clothing,Accessories,Corporate,16,144.61,2313.76,1447.44,866.32,37.44
ORD-07214,2022-02-20,2022,1,2,February,Latin America,Brazil,Electronics,Audio,Small Business,36,1193.8,42976.8,28878.17,14098.63,32.81
ORD-07215,2022-11-15,2022,4,11,November,Latin America,Colombia,Electronics,Laptops,Corporate,15,1304.06,19560.9,13242.71,6318.19,32.3
ORD-07216,2024-01-05,2024,1,1,January,Asia Pacific,South Korea,Office Supplies,Pens,Corporate,36,61.76,2223.36,873.57,1349.79,60.71
ORD-07217,2024-11-22,2024,4,11,November,North America,Canada,Office Supplies,Labels,Small Business,48,97.23,4667.04,2538.51,2128.53,45.61
ORD-07218,2024-12-05,2024,4,12,December,Asia Pacific,Australia,Office Supplies,Organizers,Small Business,49,14.68,719.32,352.19,367.13,51.04
ORD-07219,2023-09-29,2023,3,9,September,Asia Pacific,Japan,Electronics,Tablets,Corporate,21,317.78,6673.38,4953.22,1720.16,25.78
ORD-07220,2023-06-17,2023,2,6,June,Europe,Germany,Furniture,Shelving,Small Business,28,397.18,11121.04,5665.02,5456.02,49.06
ORD-07221,2024-01-08,2024,1,1,January,Asia Pacific,South Korea,Office Supplies,Paper,Home Office,48,54.71,2626.08,1156.64,1469.44,55.96
ORD-07222,2022-10-30,2022,4,10,October,Latin America,Argentina,Electronics,Audio,Small Business,30,1314.75,39442.5,27571.14,11871.36,30.1
ORD-07223,2022-05-31,2022,2,5,May,North America,Mexico,Office Supplies,Organizers,Consumer,34,92.69,3151.46,1416.41,1735.05,55.06
ORD-07224,2023-04-29,2023,2,4,April,Latin America,Brazil,Office Supplies,Organizers,Corporate,18,76.04,1368.72,721.58,647.14,47.28
ORD-07225,2024-03-10,2024,1,3,March,Asia Pacific,China,Electronics,Phones,Consumer,34,210.78,7166.52,4183.61,2982.91,41.62
ORD-07226,2023-10-30,2023,4,10,October,Asia Pacific,China,Electronics,Phones,Consumer,45,993.38,44702.1,27846.52,16855.58,37.71
ORD-07227,2023-05-19,2023,2,5,May,Europe,Germany,Electronics,Accessories,Home Office,10,1454.02,14540.2,9270.28,5269.92,36.24
ORD-07228,2022-04-03,2022,2,4,April,North America,Canada,Clothing,Men's Wear,Consumer,45,267.8,12051.0,7226.7,4824.3,40.03
ORD-07229,2024-08-15,2024,3,8,August,North America,Mexico,Electronics,Audio,Small Business,15,968.99,14534.85,9747.75,4787.1,32.94
ORD-07230,2024-12-06,2024,4,12,December,Latin America,Colombia,Electronics,Tablets,Corporate,27,978.66,26423.82,15858.53,10565.29,39.98
ORD-07231,2022-04-24,2022,2,4,April,Asia Pacific,Australia,Office Supplies,Binders,Consumer,38,12.09,459.42,176.08,283.34,61.67
ORD-07232,2024-08-29,2024,3,8,August,Asia Pacific,South Korea,Office Supplies,Paper,Small Business,27,33.04,892.08,456.81,435.27,48.79
ORD-07233,2023-05-22,2023,2,5,May,North America,Canada,Furniture,Shelving,Small Business,4,725.22,2900.88,1169.28,1731.6,59.69
ORD-07234,2024-09-26,2024,3,9,September,Asia Pacific,Japan,Clothing,Footwear,Small Business,18,162.08,2917.44,1355.35,1562.09,53.54
ORD-07235,2022-11-08,2022,4,11,November,Asia Pacific,South Korea,Furniture,Desks,Small Business,37,225.1,8328.7,3863.17,4465.53,53.62
ORD-07236,2024-04-12,2024,2,4,April,North America,USA,Furniture,Chairs,Small Business,28,542.31,15184.68,6907.36,8277.32,54.51
ORD-07237,2024-01-14,2024,1,1,January,Latin America,Colombia,Office Supplies,Labels,Small Business,17,44.8,761.6,286.01,475.59,62.45
ORD-07238,2023-03-19,2023,1,3,March,North America,USA,Furniture,Shelving,Corporate,41,662.54,27164.14,15588.5,11575.64,42.61
ORD-07239,2022-02-17,2022,1,2,February,Asia Pacific,China,Clothing,Sportswear,Home Office,31,245.71,7617.01,3725.29,3891.72,51.09
ORD-07240,2022-05-13,2022,2,5,May,North America,USA,Office Supplies,Organizers,Corporate,16,57.33,917.28,344.45,572.83,62.45
ORD-07241,2024-03-12,2024,1,3,March,North America,Canada,Furniture,Storage,Consumer,8,416.47,3331.76,1638.25,1693.51,50.83
ORD-07242,2022-11-01,2022,4,11,November,Europe,France,Clothing,Accessories,Home Office,14,162.71,2277.94,1013.45,1264.49,55.51
ORD-07243,2024-06-05,2024,2,6,June,Latin America,Argentina,Electronics,Audio,Home Office,23,58.16,1337.68,808.43,529.25,39.56
ORD-07244,2022-01-05,2022,1,1,January,Europe,Italy,Clothing,Men's Wear,Small Business,36,30.71,1105.56,600.52,505.04,45.68
ORD-07245,2023-06-13,2023,2,6,June,Europe,France,Electronics,Accessories,Small Business,30,192.11,5763.3,3378.3,2385.0,41.38
ORD-07246,2022-10-02,2022,4,10,October,North America,Canada,Office Supplies,Paper,Home Office,36,15.75,567.0,286.33,280.67,49.5
ORD-07247,2024-05-07,2024,2,5,May,North America,USA,Furniture,Desks,Corporate,17,76.67,1303.39,522.14,781.25,59.94
ORD-07248,2024-09-23,2024,3,9,September,Europe,Italy,Electronics,Tablets,Home Office,49,938.53,45987.97,31697.65,14290.32,31.07
ORD-07249,2022-10-20,2022,4,10,October,Asia Pacific,India,Clothing,Accessories,Consumer,40,17.69,707.6,334.09,373.51,52.79
ORD-07250,2023-09-08,2023,3,9,September,North America,Canada,Electronics,Phones,Small Business,46,896.56,41241.76,30329.15,10912.61,26.46
ORD-07251,2023-04-05,2023,2,4,April,North America,Canada,Furniture,Shelving,Consumer,13,60.8,790.4,321.92,468.48,59.27
ORD-07252,2023-12-17,2023,4,12,December,Europe,Italy,Office Supplies,Binders,Consumer,33,22.78,751.74,288.74,463.0,61.59
ORD-07253,2024-04-17,2024,2,4,April,Latin America,Brazil,Clothing,Women's Wear,Small Business,48,185.37,8897.76,5574.47,3323.29,37.35
ORD-07254,2023-11-14,2023,4,11,November,Asia Pacific,South Korea,Electronics,Tablets,Corporate,42,477.39,20050.38,13898.12,6152.26,30.68
ORD-07255,2023-03-26,2023,1,3,March,Europe,UK,Office Supplies,Organizers,Corporate,43,9.64,414.52,197.63,216.89,52.32
ORD-07256,2022-12-11,2022,4,12,December,Latin America,Colombia,Clothing,Sportswear,Small Business,37,284.09,10511.33,4552.99,5958.34,56.68
ORD-07257,2024-10-08,2024,4,10,October,Asia Pacific,Australia,Electronics,Laptops,Corporate,45,727.3,32728.5,20301.21,12427.29,37.97
ORD-07258,2024-07-25,2024,3,7,July,North America,Mexico,Clothing,Sportswear,Home Office,7,195.72,1370.04,704.87,665.17,48.55
ORD-07259,2024-08-23,2024,3,8,August,Europe,Italy,Furniture,Tables,Home Office,48,488.99,23471.52,12904.95,10566.57,45.02
ORD-07260,2023-01-15,2023,1,1,January,North America,USA,Electronics,Laptops,Corporate,8,1346.91,10775.28,6059.59,4715.69,43.76
ORD-07261,2022-07-17,2022,3,7,July,Asia Pacific,India,Electronics,Laptops,Corporate,16,1331.48,21303.68,12029.82,9273.86,43.53
ORD-07262,2024-12-08,2024,4,12,December,Asia Pacific,South Korea,Furniture,Desks,Corporate,48,640.2,30729.6,14005.2,16724.4,54.42
ORD-07263,2022-08-17,2022,3,8,August,North America,Canada,Electronics,Accessories,Home Office,45,627.01,28215.45,20545.28,7670.17,27.18
ORD-07264,2023-05-27,2023,2,5,May,North America,USA,Clothing,Accessories,Home Office,2,254.14,508.28,232.26,276.02,54.3
ORD-07265,2024-03-30,2024,1,3,March,Europe,UK,Electronics,Audio,Consumer,28,1368.11,38307.08,25766.08,12541.0,32.74
ORD-07266,2023-07-21,2023,3,7,July,North America,USA,Office Supplies,Labels,Consumer,11,18.97,208.67,73.04,135.63,65.0
ORD-07267,2023-06-04,2023,2,6,June,Asia Pacific,Japan,Office Supplies,Paper,Small Business,50,11.57,578.5,251.02,327.48,56.61
ORD-07268,2022-06-11,2022,2,6,June,Asia Pacific,Japan,Office Supplies,Organizers,Home Office,25,75.49,1887.25,859.41,1027.84,54.46
ORD-07269,2022-06-27,2022,2,6,June,Europe,France,Furniture,Chairs,Corporate,39,290.43,11326.77,5034.09,6292.68,55.56
ORD-07270,2022-07-12,2022,3,7,July,Europe,Italy,Furniture,Storage,Corporate,14,527.57,7385.98,3496.57,3889.41,52.66
ORD-07271,2024-04-02,2024,2,4,April,Latin America,Argentina,Clothing,Women's Wear,Small Business,7,223.15,1562.05,974.53,587.52,37.61
ORD-07272,2023-04-24,2023,2,4,April,Latin America,Colombia,Furniture,Tables,Small Business,48,548.97,26350.56,15440.36,10910.2,41.4
ORD-07273,2022-01-12,2022,1,1,January,Europe,France,Electronics,Laptops,Consumer,1,624.2,624.2,453.79,170.41,27.3
ORD-07274,2022-12-05,2022,4,12,December,Asia Pacific,Australia,Electronics,Accessories,Small Business,43,1078.69,46383.67,34086.95,12296.72,26.51
ORD-07275,2024-05-15,2024,2,5,May,North America,Canada,Furniture,Tables,Home Office,49,602.48,29521.52,13105.21,16416.31,55.61
ORD-07276,2023-02-21,2023,1,2,February,Latin America,Colombia,Office Supplies,Organizers,Consumer,17,32.81,557.77,260.66,297.11,53.27
ORD-07277,2022-01-10,2022,1,1,January,Asia Pacific,South Korea,Electronics,Laptops,Corporate,17,1395.48,23723.16,17551.1,6172.06,26.02
ORD-07278,2023-05-03,2023,2,5,May,Europe,Germany,Furniture,Shelving,Home Office,20,185.05,3701.0,1753.91,1947.09,52.61
ORD-07279,2024-05-19,2024,2,5,May,North America,Canada,Clothing,Sportswear,Consumer,48,104.16,4999.68,2358.48,2641.2,52.83
ORD-07280,2023-07-09,2023,3,7,July,Latin America,Chile,Office Supplies,Pens,Home Office,5,43.76,218.8,91.08,127.72,58.37
ORD-07281,2022-07-12,2022,3,7,July,Europe,Germany,Electronics,Phones,Corporate,18,1478.33,26609.94,17712.21,8897.73,33.44
ORD-07282,2023-07-01,2023,3,7,July,Asia Pacific,Australia,Office Supplies,Paper,Corporate,40,50.15,2006.0,974.18,1031.82,51.44
ORD-07283,2022-02-11,2022,1,2,February,Europe,Spain,Office Supplies,Pens,Consumer,1,7.86,7.86,2.85,5.01,63.74
ORD-07284,2023-11-05,2023,4,11,November,Latin America,Chile,Electronics,Laptops,Small Business,17,1410.95,23986.15,17528.76,6457.39,26.92
ORD-07285,2024-02-11,2024,1,2,February,Europe,Germany,Electronics,Accessories,Corporate,45,894.41,40248.45,26161.8,14086.65,35.0
ORD-07286,2024-09-23,2024,3,9,September,Latin America,Argentina,Office Supplies,Labels,Home Office,40,87.57,3502.8,1528.95,1973.85,56.35
ORD-07287,2024-08-28,2024,3,8,August,Europe,Germany,Furniture,Chairs,Small Business,3,273.21,819.63,386.89,432.74,52.8
ORD-07288,2024-07-26,2024,3,7,July,North America,Canada,Clothing,Accessories,Consumer,3,166.07,498.21,208.92,289.29,58.07
ORD-07289,2024-01-26,2024,1,1,January,Latin America,Colombia,Electronics,Laptops,Home Office,32,428.62,13715.84,8188.58,5527.26,40.3
ORD-07290,2023-07-04,2023,3,7,July,North America,Mexico,Electronics,Laptops,Corporate,11,1213.74,13351.14,9625.94,3725.2,27.9
ORD-07291,2024-11-27,2024,4,11,November,North America,Canada,Clothing,Men's Wear,Corporate,10,151.41,1514.1,856.6,657.5,43.43
ORD-07292,2022-09-30,2022,3,9,September,North America,Mexico,Electronics,Tablets,Home Office,29,1094.27,31733.83,18909.62,12824.21,40.41
ORD-07293,2023-01-13,2023,1,1,January,Europe,Germany,Clothing,Men's Wear,Home Office,19,40.68,772.92,336.98,435.94,56.4
ORD-07294,2024-12-23,2024,4,12,December,Europe,Germany,Electronics,Audio,Consumer,9,883.04,7947.36,4804.28,3143.08,39.55
ORD-07295,2023-03-03,2023,1,3,March,Europe,Italy,Electronics,Accessories,Home Office,50,164.0,8200.0,5054.17,3145.83,38.36
ORD-07296,2024-09-17,2024,3,9,September,Asia Pacific,India,Furniture,Chairs,Corporate,43,133.03,5720.29,3140.09,2580.2,45.11
ORD-07297,2023-08-19,2023,3,8,August,Latin America,Chile,Electronics,Tablets,Corporate,14,621.25,8697.5,5905.41,2792.09,32.1
ORD-07298,2022-04-10,2022,2,4,April,North America,USA,Clothing,Men's Wear,Corporate,11,47.07,517.77,269.99,247.78,47.86
ORD-07299,2023-02-01,2023,1,2,February,North America,Canada,Office Supplies,Organizers,Corporate,17,80.84,1374.28,504.61,869.67,63.28
ORD-07300,2024-12-22,2024,4,12,December,Asia Pacific,India,Clothing,Accessories,Home Office,4,292.88,1171.52,510.27,661.25,56.44
ORD-07301,2024-11-13,2024,4,11,November,Asia Pacific,Australia,Furniture,Chairs,Consumer,24,472.85,11348.4,4731.02,6617.38,58.31
ORD-07302,2023-05-19,2023,2,5,May,Latin America,Brazil,Electronics,Audio,Consumer,41,557.59,22861.19,16210.98,6650.21,29.09
ORD-07303,2022-05-07,2022,2,5,May,Asia Pacific,China,Office Supplies,Pens,Home Office,13,36.35,472.55,221.86,250.69,53.05
ORD-07304,2023-01-06,2023,1,1,January,Asia Pacific,India,Electronics,Phones,Home Office,9,972.09,8748.81,4815.76,3933.05,44.96
ORD-07305,2022-12-22,2022,4,12,December,Asia Pacific,South Korea,Clothing,Women's Wear,Small Business,30,191.17,5735.1,3444.32,2290.78,39.94
ORD-07306,2022-06-27,2022,2,6,June,North America,Canada,Electronics,Phones,Consumer,46,1127.62,51870.52,30941.85,20928.67,40.35
ORD-07307,2022-01-09,2022,1,1,January,Europe,Germany,Furniture,Desks,Home Office,15,303.2,4548.0,2000.04,2547.96,56.02
ORD-07308,2023-06-16,2023,2,6,June,Asia Pacific,China,Clothing,Accessories,Corporate,25,128.75,3218.75,1670.19,1548.56,48.11
ORD-07309,2022-12-19,2022,4,12,December,North America,Canada,Furniture,Storage,Home Office,38,157.28,5976.64,3476.04,2500.6,41.84
ORD-07310,2023-01-18,2023,1,1,January,Europe,Italy,Clothing,Women's Wear,Home Office,14,94.33,1320.62,717.15,603.47,45.7
ORD-07311,2022-04-12,2022,2,4,April,Latin America,Brazil,Clothing,Sportswear,Consumer,1,69.22,69.22,33.74,35.48,51.26
ORD-07312,2022-07-15,2022,3,7,July,North America,Mexico,Clothing,Men's Wear,Consumer,34,193.87,6591.58,4000.75,2590.83,39.31
ORD-07313,2024-01-29,2024,1,1,January,Europe,France,Office Supplies,Paper,Corporate,41,78.5,3218.5,1675.36,1543.14,47.95
ORD-07314,2022-12-16,2022,4,12,December,Europe,France,Furniture,Shelving,Home Office,41,146.13,5991.33,3119.82,2871.51,47.93
ORD-07315,2023-10-16,2023,4,10,October,Europe,Italy,Electronics,Phones,Small Business,17,1104.52,18776.84,13468.91,5307.93,28.27
ORD-07316,2024-04-17,2024,2,4,April,Asia Pacific,India,Clothing,Sportswear,Corporate,18,180.85,3255.3,1629.99,1625.31,49.93
ORD-07317,2022-12-16,2022,4,12,December,Latin America,Argentina,Clothing,Sportswear,Corporate,46,18.09,832.14,420.51,411.63,49.47
ORD-07318,2022-03-11,2022,1,3,March,Asia Pacific,Australia,Clothing,Footwear,Corporate,48,94.7,4545.6,2145.35,2400.25,52.8
ORD-07319,2023-07-12,2023,3,7,July,Europe,Italy,Electronics,Audio,Corporate,22,1342.22,29528.84,18387.67,11141.17,37.73
ORD-07320,2022-11-21,2022,4,11,November,North America,Canada,Furniture,Tables,Small Business,12,151.06,1812.72,765.86,1046.86,57.75
ORD-07321,2024-06-07,2024,2,6,June,North America,Mexico,Clothing,Footwear,Corporate,38,20.5,779.0,389.95,389.05,49.94
ORD-07322,2022-06-01,2022,2,6,June,North America,USA,Furniture,Shelving,Home Office,43,668.07,28727.01,11547.72,17179.29,59.8
ORD-07323,2023-03-04,2023,1,3,March,North America,Canada,Clothing,Men's Wear,Small Business,8,204.48,1635.84,736.32,899.52,54.99
ORD-07324,2024-10-20,2024,4,10,October,Europe,Italy,Clothing,Accessories,Small Business,2,21.28,42.56,19.92,22.64,53.2
ORD-07325,2022-11-07,2022,4,11,November,Latin America,Chile,Office Supplies,Organizers,Small Business,13,75.59,982.67,415.43,567.24,57.72
ORD-07326,2023-07-04,2023,3,7,July,North America,USA,Furniture,Tables,Consumer,21,495.39,10403.19,4668.97,5734.22,55.12
ORD-07327,2023-10-25,2023,4,10,October,Europe,UK,Clothing,Men's Wear,Home Office,49,199.18,9759.82,4002.14,5757.68,58.99
ORD-07328,2022-05-14,2022,2,5,May,Latin America,Argentina,Office Supplies,Labels,Corporate,12,87.27,1047.24,424.08,623.16,59.5
ORD-07329,2024-12-02,2024,4,12,December,Asia Pacific,Japan,Clothing,Accessories,Corporate,17,178.65,3037.05,1889.14,1147.91,37.8
ORD-07330,2024-04-13,2024,2,4,April,Europe,Germany,Office Supplies,Binders,Home Office,20,53.44,1068.8,574.74,494.06,46.23
ORD-07331,2022-02-22,2022,1,2,February,North America,USA,Furniture,Desks,Small Business,2,146.92,293.84,168.16,125.68,42.77
ORD-07332,2022-07-31,2022,3,7,July,Latin America,Colombia,Electronics,Accessories,Corporate,41,424.08,17387.28,11343.27,6044.01,34.76
ORD-07333,2023-11-11,2023,4,11,November,Europe,Italy,Clothing,Footwear,Consumer,34,215.2,7316.8,4175.42,3141.38,42.93
ORD-07334,2023-10-24,2023,4,10,October,Europe,UK,Clothing,Footwear,Home Office,25,181.6,4540.0,2043.14,2496.86,55.0
ORD-07335,2023-10-10,2023,4,10,October,Latin America,Argentina,Electronics,Audio,Home Office,40,1243.19,49727.6,29696.58,20031.02,40.28
ORD-07336,2024-08-16,2024,3,8,August,Europe,Germany,Office Supplies,Labels,Home Office,41,68.56,2810.96,1008.87,1802.09,64.11
